id,title,link,brand,google_product_category,price,availability,image_link,image_alt_text,gender,description,condition
yellow-small-flower-kota-doria-dupatta,Yellow Small Flower Kota Doria Dupatta,https://itminan.in/products/yellow-small-flower-kota-doria-dupatta,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,2300,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/kota-doria---booti---yellow_0cdb4dc4-ba26-4464-be8d-0c9cf56eeb47.jpg?v=1582971368,kota doria   booti   yellow,unisex,"FabricKota DoriaDimensions ( W x L )76 X 250 cmCraftHand Block PrintingDyesAZO Free Dyes / Non - Toxic DyesColorYellow This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
blue-zigzag-structured-cotton-toiletry-bags-set-of-3,Blue Zigzag Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/blue-zigzag-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_3a96b792-65cd-43a6-a6c0-78a76f9ab09d.jpg?v=1582293329,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorBlueThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
yellow-flower-outline-structured-cotton-toiletry-bags-set-of-3,Yellow Flower Outline Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/yellow-flower-outline-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_a8535c55-bf3d-4852-bf10-038eb5073551.jpg?v=1582293299,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorYellowThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-long-strokes-structured-cotton-toiletry-bags-set-of-3,Red Long Strokes Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/red-long-strokes-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_6f54c525-2196-4e66-92b0-3eb5a4cd4cc6.jpg?v=1582293280,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorRedThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
indigo-panel-structured-cotton-toiletry-bags-set-of-3,Indigo Panel Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/indigo-panel-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_16de7cc4-cd1e-4de7-ad6e-d7bff68b2da5.jpg?v=1582293254,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorIndigoThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
strokes-indigo-structured-cotton-toiletry-bags-set-of-3,Strokes Indigo Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/strokes-indigo-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_12566ab5-0b9f-4fb1-a172-65625d2877a0.jpg?v=1582293230,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorIndigoThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
green-dabu-parrot-structured-cotton-toiletry-bags-set-of-3,Green Dabu Parrot Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/green-dabu-parrot-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_1ad60cd7-a038-458f-888d-78266351ab26.jpg?v=1582293204,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorGreenThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-lines-border-structured-cotton-toiletry-bags-set-of-3,Red Lines Border Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/red-lines-border-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_b84fa894-510a-47c5-b4ed-d8dd6ae074ca.jpg?v=1582293177,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorRedThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
black-stripes-structured-cotton-toiletry-bags-set-of-3,Black Stripes Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/black-stripes-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1_177dc599-01a2-4724-ab3e-32e316b0208c.jpg?v=1582293149,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorBlackThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
black-flowing-fern-structured-cotton-toiletry-bags-set-of-3,Black Flowing Fern Structured Cotton Toiletry Bags ( Set of 3 ),https://itminan.in/products/black-flowing-fern-structured-cotton-toiletry-bags-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,899,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/structured-toiletry-bag-black-green-1.jpg?v=1582293135,structured toiletry bag black green 1,unisex,"FabricStructured Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12 cmM - 21 X 9 X 11 cmS - 1 X 7 X 9 cmCraftHand Block PrintingColorBlackThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
green-small-flower-quilted-cotton-toiletry-bag-set-of-3,Green Small Flower Quilted Cotton Toiletry Bag ( Set of 3 ),https://itminan.in/products/green-small-flower-quilted-cotton-toiletry-bag-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,999,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/quilted-toiletry-bag-flower-booti-yellow-1_76c76b28-bd48-4b2a-8357-fd0adf8ccd6d.jpg?v=1582292477,quilted toiletry bag flower booti yellow 1,unisex,"FabricQuilted Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12M - 21 X 9 X 11S - 1 X 7 X 9CraftHand Block PrintingColorGreenThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
pink-flower-quilted-cotton-toiletry-bag-set-of-3,Pink Flower Quilted Cotton Toiletry Bag ( Set of 3 ),https://itminan.in/products/pink-flower-quilted-cotton-toiletry-bag-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,999,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/quilted-toiletry-bag-flower-booti-yellow-1_391a5f6c-293d-4057-b90a-4a2e7abcd2b2.jpg?v=1582292450,quilted toiletry bag flower booti yellow 1,unisex,"FabricQuilted Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12M - 21 X 9 X 11S - 1 X 7 X 9CraftHand Block PrintingColorPinkThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
indigo-lines-quilted-cotton-toiletry-bag-set-of-3,Indigo Lines Quilted Cotton Toiletry Bag ( Set of 3 ),https://itminan.in/products/indigo-lines-quilted-cotton-toiletry-bag-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,999,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/quilted-toiletry-bag-flower-booti-yellow-1_8303be74-409b-4a47-a6e6-1eec4f8a9485.jpg?v=1582292423,quilted toiletry bag flower booti yellow 1,unisex,"FabricQuilted Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12M - 21 X 9 X 11S - 1 X 7 X 9CraftHand Block PrintingColorIndigoThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
black-aztec-square-quilted-cotton-toiletry-bag-set-of-3,Black Aztec Square Quilted Cotton Toiletry Bag ( Set of 3 ),https://itminan.in/products/black-aztec-square-quilted-cotton-toiletry-bag-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,999,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/quilted-toiletry-bag-flower-booti-yellow-1_f00ec923-2f4d-4f2e-84b1-048aa6d3942c.jpg?v=1582292386,quilted toiletry bag flower booti yellow 1,unisex,"FabricQuilted Cotton with Waterproof Inner LiningDimensions - (L X W X H)L - 26 X 11 X 12M - 21 X 9 X 11S - 1 X 7 X 9CraftHand Block PrintingColorBlackThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
yellow-mughal-flower-quilted-cotton-toiletry-bag-set-of-3,Yellow Mughal Flower Quilted Cotton Toiletry Bag ( Set of 3 ),https://itminan.in/products/yellow-mughal-flower-quilted-cotton-toiletry-bag-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,999,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/quilted-toiletry-bag-flower-booti-yellow-1.jpg?v=1582292364,quilted toiletry bag flower booti yellow 1,unisex,"FabricQuilted Cotton with Waterproof Inner LiningDimensions - (L X W X H) L - 26 X 11 X 12M - 21 X 9 X 11S - 1 X 7 X 9 	CraftHand Block PrintingColorYellowThis product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
blue-horizontal-lines-block-printed-cotton-voile-stole,Blue Horizontal Lines Block Printed Cotton Voile Stole,https://itminan.in/products/blue-horizontal-lines-block-printed-cotton-voile-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/Sanganeri-Discharge-Stole-red-1_145a08af-19d4-430d-910f-7fe07c2c7b10.jpg?v=1582097348,Sanganeri Discharge Stole red 1,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorBlue This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-horizontal-lines-block-printed-cotton-voile-stole,Red Horizontal Lines Block Printed Cotton Voile Stole,https://itminan.in/products/red-horizontal-lines-block-printed-cotton-voile-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/Red-stipes-1.jpg?v=1595442397,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorRed This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
booti-flower-block-printed-pouches-set-of-3,Booti Flower Block Printed Pouches ( Set of 3 ),https://itminan.in/products/booti-flower-block-printed-pouches-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,600,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/red-fish-tablet-pouch_5e3125ba-eff6-44e0-a1d0-286913358893.jpg?v=1581947380,red fish tablet pouch,unisex,"FabricCottonDimensions ( W x L ) & Size ( S , M , L)20 X 11 cm , 20 X 13 cm , 26 X 19 cmCraftHand Block PrintingColorRed This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
zigzag-lines-block-printed-pouches-set-of-3,Zigzag & Lines Block Printed Pouches ( Set of 3 ),https://itminan.in/products/zigzag-lines-block-printed-pouches-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,600,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/red-fish-tablet-pouch_5bb630ce-1470-48af-90a3-c335ebfe3fb0.jpg?v=1581947360,red fish tablet pouch,unisex,"FabricCottonDimensions ( W x L ) & Size ( S , M , L)20 X 11 cm , 20 X 13 cm , 26 X 19 cmCraftHand Block PrintingColorMulticolor This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-fishes-block-printed-pouches-set-of-3,Red Fishes Block Printed Pouches ( Set of 3 ),https://itminan.in/products/red-fishes-block-printed-pouches-set-of-3,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,600,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/red-fish-tablet-pouch.jpg?v=1581947345,red fish tablet pouch,unisex,"FabricCottonDimensions ( W x L ) & Size ( S , M , L)20 X 11 cm , 20 X 13 cm , 26 X 19 cmCraftHand Block PrintingColorRed This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
pink-mini-polka-cotton-voile-block-printed-stole,Pink Mini Polka Cotton Voile Block Printed Stole,https://itminan.in/products/pink-mini-polka-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/peach-tika-1.jpg?v=1595571395,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorPink This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
sea-green-mini-polka-cotton-voile-block-printed-stole,Sea Green Mini Polka Cotton Voile Block Printed Stole,https://itminan.in/products/sea-green-mini-polka-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/sea-green-tika-1.jpg?v=1597061483,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorSea Green This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-mini-polka-cotton-voile-block-printed-stole,Red Mini Polka Cotton Voile Block Printed Stole,https://itminan.in/products/red-mini-polka-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/Red-tika-1.jpg?v=1595442548,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorRed This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
yellow-mini-polka-cotton-voile-block-printed-stole,Yellow Mini Polka Cotton Voile Block Printed Stole,https://itminan.in/products/yellow-mini-polka-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/ochre-yellow-tika-1.jpg?v=1597062412,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorYellow This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
sea-green-zigzag-cotton-voile-block-printed-stole,Sea Green Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/sea-green-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/sea-green-chevron-1.jpg?v=1597061478,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorSea Green This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-zigzag-cotton-voile-block-printed-stole-1,Red Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/red-zigzag-cotton-voile-block-printed-stole-1,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/cotton-discharge-zigzag-yellow-1_6163e9df-ecf8-4e68-92a0-9f8fc83751d7.jpg?v=1581937415,cotton discharge zigzag yellow 1,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorRed This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
green-zigzag-cotton-voile-block-printed-stole,Green Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/green-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/bom-1-fin.jpg?v=1591805214,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorGreen This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
grey-zigzag-cotton-voile-block-printed-stole,Grey Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/grey-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/grey-chevron-1.jpg?v=1597062057,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorGrey This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
black-zigzag-cotton-voile-block-printed-stole,Black Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/black-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/black-chevron-1.jpg?v=1595442065,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorBlack This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
dark-blue-zigzag-cotton-voile-block-printed-stole,Dark Blue Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/dark-blue-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/dark-blue-chevron-1.jpg?v=1597061020,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorDark Blue This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
blue-zigzag-cotton-voile-block-printed-stole,Blue Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/blue-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/aqua-chevron-1.jpg?v=1597060818,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorBlue This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
yellow-zigzag-cotton-voile-block-printed-stole,Yellow Zigzag Cotton Voile Block Printed Stole,https://itminan.in/products/yellow-zigzag-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/ochre-yellow-chevron-1.jpg?v=1597062300,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorYellow This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
sea-green-triangle-cotton-voile-block-printed-stole,Sea Green Triangle Cotton Voile Block Printed Stole,https://itminan.in/products/sea-green-triangle-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/sea-green-triangles-1.jpg?v=1597061481,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorSea Green This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
red-triangle-cotton-voile-block-printed-stole,Red Triangle Cotton Voile Block Printed Stole,https://itminan.in/products/red-triangle-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/Red-triangles-1.jpg?v=1595442554,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorRed This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
pink-triangle-cotton-voile-block-printed-stole,Pink Triangle Cotton Voile Block Printed Stole,https://itminan.in/products/pink-triangle-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/peach-triangles-1.jpg?v=1595571357,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorPink This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
grey-triangle-cotton-voile-block-printed-stole,Grey Triangle Cotton Voile Block Printed Stole,https://itminan.in/products/grey-triangle-cotton-voile-block-printed-stole,itminan,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,650,in stock,https://cdn.shopify.com/s/files/1/0311/0387/7259/products/grey-triangles-1.jpg?v=1597062078,,unisex,"FabricFine Soft Cotton VoileDimensions ( W x L )50 X 180 cmCraftHand Block PrintingDyesAZO Free DyesColorGrey This product is handcrafted by skilled artisans for you and may have slight irregularities that are a natural outcome of the human involvement in the process.Because each piece is made by hand , no two are exactly alike.The colors seen in the image may vary from the actual product due to different computer screen resolutions and displays.",new
